1,0
2,0
3,0
4,0
5,12
6,12
7,24
8,154
9,588
10,1384
11,3021
12,6021
13,10042
14,16259
15,16341
16,12240
17,7518
18,1881
19,1250
20,82
21,136
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
