0 0
1 1
2 11
3 59
4 190
5 493
6 1018
7 1947
8 3193
9 5081
10 7114
11 10116
12 12622
13 16317
14 18708
15 22372
16 23213
17 27006
18 25223
19 27500
20 23622
21 23140
22 15802
23 26035
