0 0
1 1
2 13
3 64
4 222
5 548
6 1235
7 2264
8 3985
9 6168
10 9276
11 12497
12 17375
13 20885
14 26374
15 29840
16 35035
17 35929
18 41229
19 38128
20 41045
21 34960
22 33876
23 22983
24 37262
