4,1
6,66
7,58
8,23
9,31
10,38
11,15
12,16
13,8
14,5
15,11
16,9
18,3
19,1
20,3
21,1
22,1
25,3
26,3
28,1
30,2
36,3
37,1
41,1
48,1
60,2
