8,16
9,67
10,1466
11,1924
12,477
13,706
14,530
15,479
16,198
17,263
18,60
19,107
20,57
21,50
22,8
23,48
24,4
25,4
26,14
27,9
29,4
31,4
32,2
35,2
36,1
