0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,76
15,69
16,1391
17,3899
18,5287
19,7287
20,5186
21,4389
22,4451
23,4265
24,4056
25,4077
26,3297
27,3372
28,2848
29,2545
30,1986
31,2238
32,1590
33,1267
34,1412
35,1226
36,908
37,860
38,826
39,679
40,793
41,465
42,379
43,461
44,613
45,232
46,266
47,289
48,268
49,209
50,261
51,112
52,175
53,86
54,121
55,136
56,152
57,39
58,53
59,62
60,103
61,41
62,76
63,20
64,50
65,35
66,20
67,10
68,49
69,25
70,25
71,8
72,14
73,3
74,18
75,14
76,26
77,2
78,4
79,0
80,18
81,2
82,0
83,10
84,7
85,3
86,6
87,0
88,0
89,0
90,8
91,0
92,8
93,0
94,0
95,0
96,0
97,2
98,2
99,0
100,2
101,1
102,0
103,0
104,2
105,0
106,0
107,0
108,2
109,0
110,2
