0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,5
15,169
16,196
17,2576
18,6220
19,7982
20,10406
21,7576
22,6654
23,6819
24,6462
25,6334
26,6173
27,5212
28,5321
29,4429
30,4199
31,3180
32,3773
33,2451
34,2338
35,2270
36,2139
37,1437
38,1562
39,1297
40,1214
41,1292
42,863
43,641
44,874
45,952
46,470
47,459
48,541
49,430
50,408
51,445
52,260
53,283
54,202
55,216
56,266
57,257
58,81
59,89
60,158
61,157
62,82
63,128
64,44
65,96
66,87
67,32
68,48
69,88
70,43
71,51
72,25
73,22
74,15
75,34
76,32
77,38
78,14
79,6
80,6
81,32
82,4
83,6
84,19
85,13
86,11
87,12
88,2
89,0
90,0
91,12
92,2
93,16
94,2
95,0
96,2
97,0
98,6
99,2
100,0
101,6
102,3
103,0
104,0
105,4
106,0
107,0
108,0
109,2
110,0
111,2
112,2
113,0
114,0
115,0
116,0
117,2
118,0
119,0
120,2
121,1
