0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,29
14,22
15,706
16,2381
17,3441
18,5062
19,3557
20,2867
21,2880
22,2791
23,2584
24,2691
25,2033
26,2173
27,1718
28,1620
29,1085
30,1396
31,948
32,723
33,826
34,762
35,525
36,484
37,473
38,381
39,479
40,285
41,193
42,261
43,342
44,138
45,138
46,163
47,140
48,99
49,141
50,64
51,87
52,60
53,55
54,74
55,83
56,29
57,23
58,28
59,49
60,18
61,38
62,10
63,18
64,26
65,4
66,6
67,25
68,11
69,15
70,4
71,2
72,0
73,10
74,8
75,12
76,2
77,0
78,0
79,8
80,0
81,0
82,6
83,3
84,2
85,2
86,0
87,0
88,0
89,2
90,0
91,4
92,0
93,0
94,0
95,0
96,2
97,0
98,0
99,2
100,1
