0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,22
16,367
17,485
18,4569
19,9773
20,11936
21,14842
22,11049
23,10043
24,10310
25,9834
26,9739
27,9303
28,8256
29,8168
30,7060
31,6445
32,5505
33,5793
34,4171
35,3828
36,3805
37,3421
38,2484
39,2657
40,2212
41,2069
42,2095
43,1436
44,1178
45,1523
46,1552
47,781
48,925
49,892
50,759
51,732
52,749
53,460
54,557
55,332
56,432
57,476
58,459
59,145
60,191
61,278
62,297
63,172
64,234
65,94
66,180
67,121
68,82
69,82
70,178
71,82
72,94
73,49
74,61
75,39
76,72
77,54
78,80
79,20
80,25
81,14
82,60
83,8
84,18
85,33
86,23
87,19
88,26
89,6
90,7
91,2
92,24
93,4
94,32
95,4
96,4
97,2
98,0
99,10
100,8
101,0
102,12
103,7
104,1
105,0
106,8
107,0
108,0
109,0
110,6
111,0
112,8
113,2
114,0
115,0
116,0
117,0
118,2
119,0
120,2
121,2
122,1
123,0
124,0
125,0
126,2
127,0
128,0
129,0
130,2
131,0
132,2
