0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,1
16,1
17,5
18,481
19,2688
20,4549
21,20964
22,34073
23,37765
24,42398
25,34333
26,33254
27,33961
28,33636
29,33570
30,31542
31,30249
32,28940
33,26419
34,23896
35,22418
36,21708
37,16905
38,17318
39,15410
40,14338
41,10998
42,12025
43,9539
44,9936
45,8380
46,7099
47,6019
48,7487
49,5928
50,4434
51,4472
52,4627
53,3557
54,3896
55,3240
56,2685
57,2706
58,2173
59,2138
60,2562
61,2025
62,1157
63,1223
64,1686
65,1389
66,1215
67,1086
68,801
69,1034
70,778
71,518
72,736
73,872
74,570
75,493
76,369
77,369
78,348
79,463
80,428
81,358
82,191
83,165
84,251
85,318
86,93
87,195
88,215
89,171
90,156
91,153
92,72
93,73
94,99
95,114
96,92
97,148
98,41
99,52
100,48
101,46
102,56
103,44
104,42
105,76
106,41
107,19
108,23
109,52
110,17
111,12
112,12
113,28
114,12
115,44
116,30
117,8
118,8
119,2
120,4
121,24
122,2
123,16
124,21
125,11
126,5
127,4
128,0
129,10
130,8
131,0
132,0
133,12
134,2
135,10
136,2
137,8
138,0
139,0
140,0
141,0
142,6
143,0
144,2
145,8
146,3
147,0
148,0
149,0
150,0
151,2
152,0
153,2
154,0
155,2
156,0
157,2
158,0
159,0
160,2
161,0
162,0
163,0
164,0
165,2
166,0
167,0
168,2
169,1
