0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,11
13,5
14,337
15,1432
16,2201
17,3515
18,2440
19,1855
20,1829
21,1859
22,1625
23,1743
24,1285
25,1296
26,1097
27,908
28,689
29,787
30,626
31,361
32,503
33,423
34,335
35,237
36,318
37,201
38,279
39,147
40,112
41,118
42,220
43,65
44,65
45,81
46,78
47,43
48,98
49,22
50,59
51,24
52,23
53,35
54,49
55,9
56,10
57,8
58,29
59,6
60,24
61,2
62,10
63,10
64,2
65,0
66,12
67,7
68,7
69,0
70,2
71,0
72,6
73,2
74,6
75,0
76,0
77,0
78,4
79,0
80,0
81,2
82,1
83,0
84,2
85,0
86,0
87,0
88,2
89,0
90,2
