0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,3
12,1
13,146
14,828
15,1362
16,2423
17,1665
18,1191
19,1164
20,1226
21,1005
22,1129
23,765
24,790
25,639
26,576
27,367
28,461
29,373
30,201
31,284
32,257
33,197
34,128
35,178
36,103
37,153
38,87
39,60
40,62
41,104
42,42
43,31
44,47
45,46
46,21
47,44
48,16
49,24
50,12
51,8
52,19
53,23
54,7
55,2
56,2
57,16
58,2
59,10
60,2
61,2
62,6
63,0
64,0
65,8
66,3
67,2
68,0
69,0
70,0
71,2
72,2
73,2
74,0
75,0
76,0
77,2
78,0
79,0
80,2
81,1
