0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,3
17,5
18,24
19,1119
20,4905
21,8502
22,33265
23,50397
24,54603
25,60071
26,50061
27,49046
28,50049
29,50118
30,49831
31,47258
32,45658
33,43516
34,40558
35,36471
36,35250
37,32628
38,27265
39,26719
40,24910
41,21981
42,18431
43,18786
44,15800
45,15791
46,13547
47,11473
48,10303
49,11996
50,9520
51,7462
52,7579
53,7429
54,6205
55,6373
56,5394
57,4540
58,4501
59,3652
60,3823
61,4163
62,3379
63,2031
64,2300
65,2803
66,2367
67,2057
68,1946
69,1414
70,1777
71,1311
72,1001
73,1271
74,1555
75,953
76,936
77,662
78,676
79,634
80,849
81,765
82,658
83,320
84,341
85,463
86,578
87,174
88,375
89,355
90,345
91,278
92,267
93,118
94,151
95,195
96,234
97,182
98,271
99,69
100,107
101,82
102,126
103,98
104,88
105,74
106,147
107,62
108,45
109,55
110,96
111,35
112,28
113,30
114,54
115,32
116,91
117,38
118,30
119,8
120,14
121,10
122,40
123,10
124,28
125,35
126,27
127,7
128,12
129,6
130,19
131,12
132,6
133,2
134,20
135,4
136,22
137,2
138,20
139,2
140,2
141,0
142,0
143,10
144,2
145,2
146,16
147,7
148,1
149,0
150,0
151,0
152,8
153,0
154,2
155,0
156,6
157,0
158,6
159,0
160,0
161,2
162,2
163,0
164,0
165,0
166,2
167,0
168,0
169,2
170,3
171,0
172,0
173,0
174,0
175,0
176,2
177,0
178,0
179,0
180,2
181,0
182,2
